AOSNUMBER,Agency,Type of LEA,Summary,Type of Juris,Technology,Vendor
AOS002187,Whitewood Police Department,Police,The Whitewood Police Department received a Drug Forfeiture grant for WatchGuard body-worn cameras in 2016.,Municipal,Body-worn Cameras,Watchguard
AOS002188,Eagle Butte Police Department,Police,The Eagle Butte Police Department received a Drug Forfeiture grant for WatchGuard body-worn cameras in 2018.,Municipal,Body-worn Cameras,WatchGuard
AOS002191,Lake Norden Police Department,Police,The Lake Norden Police Department received a Drug Forfeiture grant for WatchGuard body-worn cameras in 2019.,Municipal,Body-worn Cameras,WatchGuard
AOS002209,Acworth Police Department,Police,"The Acworth Police Department purchased body-worn and in-car cameras for $250,000 from WatchGuard, using funds from the Georgia Municipal Association lease/purchase program.",Municipal,Body-worn Cameras,WatchGuard
AOS002211,Canton Police Department,Police,The Canton Police Department uses WatchGuard body-worn cameras after first implementing a BWC program in 2016.,Municipal,Body-worn Cameras,WatchGuard
AOS002212,Carrollton Police Department,Police,The Carrollton Police Department uses WatchGuard body-worn cameras.,Municipal,Body-worn Cameras,WatchGuard
AOS002215,Lawrenceville Police Department,Police,The Lawrenceville Police Department purchased 75 WatchGuard body-worn cameras in 2016.,Municipal,Body-worn Cameras,WatchGuard
AOS002281,Baldwin Borough Police Department,Police,The Baldwin Police Department uses WatchGuard body-worn cameras.,Municipal,Body-worn Cameras,WatchGuard
AOS002287,West Bountiful Police Department,Police,The West Bountiful Police Department used body-worn cameras.,Municipal,Body-worn Cameras,WatchGuard
AOS002324,Millcreek Township Police Department,Police,The Millcreek Township signed a five-year contract to equip the police force with 32 WatchGuard body-worn cameras in 2022.,Municipal,Body-worn Cameras,WatchGuard
AOS002607,Oak Park Heights Police Department,Police,"The Oak Park Heights Police Department has 4 cameras and used a WatchGuard Evidence Library 4 System since March of 2016, ,according to a 2018 audit.",Municipal,Body-worn Cameras,WatchGuard
AOS002609,Starbuck Police Department,Police,"The Starbuck Police Department has been utilizing the WatchGuard Body-Worn Camera System since June of 2016, according to a 2018 audit. At tthe time of the audit., they had two body worn cameras shared by four full time officers and eight part time officers.",Municipal,Body-worn Cameras,WatchGuard
AOS002615,Swift County Sheriff's Office,Sheriff,"The department uses WatchGuard 4RE system, along with Evidence Library 4 Webaccording to a 2019 audit.",County,Body-worn Cameras,WatchGuard
AOS002623,Woodbury Public Safety Department,Police,"The dapartment uses WatchGuard body-worn cameras, according to a 2019 audit.",Municipal,Body-worn Cameras,WatchGuard
AOS002628,Isanti County Sheriff's Office,Sheriff,"The department utilizes utilizes 16 WatchGuard Vista body-worn cameras and software and stores BWC data on a local file server, according to a 2020 audit.",County,Body-worn Cameras,WatchGuard
AOS002634,Granite Falls Police Department,Police,"The department utilizes 5 utilizes WatchGuard Vista body-worn cameras and WatchGuard software with data is stored on a server hosted by Yellow Medicine County, according to a 2020 audit.",Municipal,Body-worn Cameras,WatchGuard
AOS002642,East Grand Forks Police Department,Police,"The department utilizes WatchGuard Vista body-worn cameras and software with data stored on a local file server, according to a 2020 audit.",Municipal,Body-worn Cameras,WatchGuard
AOS002651,Fairmont Police Department,Police,"The department uses WatchGuard Vista body-worn cameras and software with data stored on a local file server hosted by Martin County, according to a 2021 audit.",Municipal,Body-worn Cameras,WatchGuard
AOS002655,Sherburne County Sheriff's Office,Sheriff,"The department has 34 WatchGuard Vista body-worn cameras and software with data stored on a local file server, according to a 2021 audit.",County,Body-worn Cameras,WatchGuard
AOS002663,Nisswa Police Department,Police,"The department uses WatchGuard body-worn cameras, according to a 2021 audit.",Municipal,Body-worn Cameras,WatchGuard
AOS002665,Warroad Police Department,Police,"The department uses WatchGuard body-worn cameras and storage system, according to a 2021 audit.",Municipal,Body-worn Cameras,WatchGuard
AOS002668,Roseau County Sheriff's Office,Sheriff,"The department has three WatchGuard body-worn cameras, and seven VIEVU body-worn cameras. As the VIEVU cameras age out of service, they are replaced with WatchGuard units, according to a 2021 audit.",County,Body-worn Cameras,WatchGuard
AOS002670,Roseau Police Department,Police,"The department has two WatchGuard body-worn cameras, one for each patrol officer, according to a 2021 audit.",Municipal,Body-worn Cameras,WatchGuard
AOS002672,Royalton Police Department,Police,"The department has three WatchGuard body-worn cameras, one for each patrol officer, according to a 2021 audit.",Municipal,Body-worn Cameras,WatchGuard
AOS002674,Benton County Sheriff's Office,Sheriff,"The department uses 20 WatchGuard body-worn cameras, according to a 2021 audit.",County,Body-worn Cameras,WatchGuard
AOS002678,Starbuck Police Department,Police,"The department uses three WatchGuard body-worn cameras, according to a 2021 audit.",Municipal,Body-worn Cameras,WatchGuard
AOS002683,Woodbury Public Safety Department,Police,"The department uses WatchGuard body-worn cameras, according to a 2021 audit.",Municipal,Body-worn Cameras,WatchGuard
AOS002684,Prairie Island Tribal Police Department,Police,"The department uses eight WatchGuard body-worn cameras, according to a 2021 audit.",Tribal,Body-worn Cameras,WatchGuard
AOS002685,Baxter Police Department,Police,"The department uses WatchGuard body-worn cameras, according to a 2021 audit.",Municipal,Body-worn Cameras,WatchGuard
AOS002692,Marshall Police Department,Police,"The department uses 22 WatchGuard Body-worn cameras, according to a 2022 audit.",Municipal,Body-worn Cameras,WatchGuard
AOS002694,South Lake Minnetonka Police Department,Police,"The department uses 16 Watchguard body-worn cameras, according to a 2022 audit.",Regional,Body-worn Cameras,WatchGuard
AOS002699,Virginia Police Department,Police,"The department uses WatchGuard body-worn cameras, according to a 2022 audit.",Municipal,Body-worn Cameras,WatchGuard
AOS002700,Oak Park Heights Police Department,Police,"The department has five WatchGuard body-worn cameras, according to a 2021 audit.",Municipal,Body-worn Cameras,Watchguard
AOS002703,Bayport Police Department,Police,"The department has five WatchGuard body-worn cameras, according to a 2022 audit.",Municipal,Body-worn Cameras,WatchGuard
AOS002705,Kandiyohi County Sheriff's Office,Sheriff,"The department has 23 WatchGuard body-worn cameras, according to a 2022 audit.",County,Body-worn Cameras,WatchGuard
AOS002707,Atwater Police Department,Police,"The department has one Watchguard body-worn cameras, according to a 2022 audit.",Municipal,Body-worn Cameras,WatchGuard
AOS002708,Todd County Sheriff's Office,Sheriff,"The department has 17 Watchguard body-worn cameras, according to a 2022 audit.",County,Body-worn Cameras,WatchGuard
AOS002829,Williams Police Department,Police,The Williams Police Department began using body-worn cameras in 2015 and gun-mounted cameras in 2018.,Municipal,Body-worn Cameras,WatchGuard
AOS002847,Farmington Police Department,Police,The Farmington Police Department uses WatchGuard Vista body-worn cameras.,Municipal,Body-worn Cameras,WatchGuard
AOS002848,Logan City Police Department,Police,The Logan City Police Department uses WatchGuard Vista body-worn cameras.,Municipal,Body-worn Cameras,WatchGuard
AOS002855,New Port Richey Police Department,Police,"The New Port Richey Police Department purchased 40 WatchGuard body-worn cameras for $260,000 in 2020.",Municipal,Body-worn Cameras,WatchGuard
AOS002869,Centerville Police Department,Police,The Centerville Police Department uses WatchGuard Vista body-worn cameras and expanded the use of body-worn cameras to department-trained crossing guards in 2021.,Municipal,Body-worn Cameras,WatchGuard
AOS002870,Sandy City Police Department,Police,The Sandy City Police Department uses WatchGuard Vista body-worn cameras.,Municipal,Body-worn Cameras,WatchGuard
AOS002877,Ford County Sheriff's Office,Sheriff,The Ford County Sheriff's Office received federal funding to upgrade its 22 body-worn cameras in 2022.,County,Body-worn Cameras,WatchGuard
AOS002884,South Jordan Police Department,Police,The South Jordan Police Department uses WatchGuard Vista body-worn cameras.,Municipal,Body-worn Cameras,WatchGuard
AOS002887,Tooele City Police Department,Police,The Tooele City Police Department uses WatchGuard Vista body-worn cameras.,Municipal,Body-worn Cameras,WatchGuard
AOS002893,South Jordan Police Department,Police,The South Jordan Police Department uses WatchGuard Vista body-worn cameras.,Municipal,Body-worn Cameras,WatchGuard
AOS004387,Paxton Police Department,Police,The Paxton Police Department uses three body-worn cameras between nine officers,Municipal,Body-worn Cameras,WatchGuard
AOS004390,Peoria Heights Police Department,Police,The Peoria Heights Police Department uses 12 body-worn cameras between 14 officers.,Municipal,Body-worn Cameras,WatchGuard
AOS004399,Sesser Police Department,Police,The Sesser Police Department uses six body-worn cameras between 14 officers.,Municipal,Body-worn Cameras,WatchGuard
AOS004694,Lyndhurst Police Department,Police,"The Lyndhurst Police Department has 14 body-worn cameras, according to a 2020 survey from New Jersey Attorney General's Office.",Municipal,Body-worn Cameras,WatchGuard
AOS004794,Clinton Police Department,Police,The Clinton Police Department received federal Justice Assistance Grant money to purchase 14 WatchGuard body-worn cameras in 2014.,Municipal,Body-worn Cameras,WatchGuard
AOS004795,Davis Police Department,Police,The Davis Police Department received federal Justice Assistance Grant money to purchase 10 WatchGuard body-worn cameras in 2014.,Municipal,Body-worn Cameras,WatchGuard
AOS004820,Kay County Sheriff's Office,Sheriff,The Kay County Sheriff's Office received federal Justice Assistance Grant money to purchase one WatchGuard body-worn cameras in 2014.,County,Body-worn Cameras,WatchGuard
AOS004824,Roland Police Department,Police,The Roland Police Department received federal Justice Assistance Grant money to purchase five WatchGuard body-worn cameras in 2015.,Municipal,Body-worn Cameras,WatchGuard
AOS006833,Garden Grove Police Department,Police,The Garden Grove Police Department purchased WatchGuard body-worn cameras in 2018.,Municipal,Body-worn Cameras,WatchGuard
AOS007175,Seguin Police Department,Police,The Seguin Police Department purchased new body-worn cameras in 2019.,Municipal,Body-worn Cameras,WatchGuard
AOS007252,Atlanta Police Department,Police,The Atlanta City Council approved the purchase of 20 WatchGuard body-worn cameras for the Atlanta Police Department in 2020.,Municipal,Body-worn Cameras,WatchGuard
AOS007468,Lovelock Police Department,Police,The Lovelock Police department obtained WatchGuard body-worn cameras in 2017.,Municipal,Body-worn Cameras,WatchGuard
AOS007495,Orono Police Department,Police,The Orono Police Department has used WatchGuard body-worn cameras since 2016.,Municipal,Body-worn Cameras,WatchGuard
AOS007496,South Portland Police Department,Police,The South Portland Police Department purchased 24 WatchGuard body-worn cameras in 2017.,Municipal,Body-worn Cameras,WatchGuard
