AOSNUMBER,City,County,State
AOS009287,Indianapolis,Marion County,IN
AOS010014,Walla Walla,Walla Walla County,WA
AOS010033,Victorville,San Bernardino County,CA
AOS010093,Newark,New Castle County,DE
AOS010115,Coolidge,Pinal County,AZ
AOS011087,Bastrop,Bastrop County,TX
AOS011330,Thousand Oaks,Ventura County,CA
AOS011636,Sacramento,Sacramento County,CA
AOS012005,Flemington Borough,Hunterdon County,NJ
AOS001229,Oroville,Butte County,CA
AOS000293,Newark,Alameda County,CA
AOS000307,Moraga,Contra Costa County,CA
AOS000313,Walnut Creek,Contra Costa County,CA
AOS000393,Riverside,Riverside County,CA
AOS000413,Aurora,"Douglas County, Arapahoe County, Adams County",CO
AOS000553,Black Mountain,Buncombe County,NC
AOS000615,Allentown,Lehigh County,PA
AOS000703,El Centro,Imperial County,CA
AOS001670,Ogden,Weber County,UT
AOS004338,Chubbuck,Bannock County,ID
AOS004346,Urbana,Champaign County,IL
AOS004365,Freeport,Stephenson County,IL
AOS004806,Owasso,Tulsa County,OK
AOS004813,Spencer,Okalhoma County,OK
AOS007159,Novato,Marin County,CA
AOS007761,Iowa City,Johnson County,IA
AOS008859,Key West,Monroe County,FL
AOS008974,Woodbury,Gloucester County,NJ
AOS012329,Santa Cruz,Santa Cruz County,CA
AOS007183,Boynton Beach,Palm Beach County,FL
AOS009684,Orange,Essex County,NJ
AOS007687,Anaheim,Orange County,CA
AOS007875,Mansfield,Tolland County,CT
AOS002835,Grove City,Franklin County,OH
AOS000107,Decatur,DeKalb County,GA
AOS000411,Colorado Springs,El Paso County,CO
AOS000457,Atlanta,"DeKalb County, Fulton County",GA
AOS000466,Atlanta,"DeKalb County, Fulton County",GA
AOS000493,West Lafayette,Tippecanoe County,IN
AOS002195,Gainesville,Alachua County,FL
AOS002245,East Bridgewater,Plymouth County,MA
AOS004558,Bay St. Louis,Hancock County,MS
AOS004559,Biloxi,Harrison County,MS
AOS004574,Hattiesburg,"Lamar County, Forrest County",MS
AOS004579,Long Beach,Harrison County,MS
AOS004583,Ocean Springs,Jackson County,MS
AOS007500,Hobbs,Lea County,NM
AOS008263,Milton,Fulton County,GA
AOS008269,Alpharetta,Fulton County,GA
AOS008271,Decatur,DeKalb County,GA
AOS008274,Atlanta,Fulton County,GA
AOS008718,Albuquerque,Bernalillo County,NM
AOS008875,Bridgeton,St. Louis County,MO
AOS008879,St. Louis,St. Louis County,MO
AOS008880,St. Louis,St. Louis County,MO
AOS008882,Creve Coeur,St. Louis County,MO
AOS008886,Ladue,St. Louis County,MO
AOS008899,Des Peres,St. Louis County,MO
AOS008901,Manchester,St. Louis County,MO
AOS008986,Battle Creek,Calhoun County,MI
AOS008987,Lilburn,Gwinnett County,GA
AOS008988,Indianapolis,Marion County,IN
AOS008989,Greenfield,Hancock County,IN
AOS008990,Terre Haute,Vigo County,IN
AOS008991,South Fulton,Fulton County,GA
AOS008992,Noblesville,Hamilton County,IN
AOS008993,Pasadena,‎Harris County‎,TX
AOS008994,Mt. Juliet,Wilson County,TN
AOS008995,North Royalton,Cuyahoga County,OH
AOS008996,Jasper,Dubois County,IN
AOS008997,South Bend,St. Joseph County,IN
AOS008998,Evansville,Vanderburgh County,IN
AOS008999,Clarkston,DeKalb County,GA
AOS009000,Marietta,Cobb County,GA
AOS009001,Torrance,Los Angeles County,CA
AOS009002,Nampa,Canyon County,ID
AOS009003,Bowie,Prince George's County,MD
AOS009004,Yazoo City,Yazoo County,MS
AOS009005,Gainesville,Cooke County,TX
AOS009016,Milton,Fulton County,GA
AOS009021,Arlington,Tarrant County,TX
AOS009022,Pascagoula,Jackson County,MS
AOS009023,Chesterton,Porter County,IN
AOS009025,Port St. Lucie,St. Lucie County,FL
AOS009026,Valparaiso,Porter County,IN
AOS009027,Port Arthur,Jefferson County,TX
AOS009028,Clinton,Hinds County,MS
AOS009060,Lawrence,Marion County,IN
AOS009104,Noblesville,Hamilton County,IN
AOS009107,Indianapolis,Marion County,IN
AOS009284,Greenfield,Hancock County,IN
AOS009676,La Porte,Harris County,TX
AOS009993,Dickinson,Stark County,ND
AOS010008,North Las Vegas,Clark County,NV
AOS011973,Olive Branch,DeSoto County,MS
AOS012154,Olive Branch,DeSoto County,MS
AOS012155,Olive Branch,DeSoto County,MS
AOS011970,Waterloo,Monroe County,IL
AOS003221,Downers Grove,DuPage County,IL
AOS011262,Edinburgh,Johnson County,IN
AOS003110,Elkton,Cecil County,MD
AOS009127,Laredo,Webb County,TX
AOS007559,Carthage,Jasper County,MO
AOS003634,Raleigh,Wake County,NC
AOS013267,San Diego,San Diego County,CA
AOS013273,Highland,Madison County,IL
AOS008865,Niles,Cook County,IL
AOS004341,Berkeley,Cook County,IL
AOS007690,Falls Church,,VA
AOS013253,Canton Township,Wayne County,MI
AOS013254,Cheyenne,Laramie County,WY
AOS013255,Farmington,Davis County,UT
AOS013256,Falls Church,Falls Church (city) County,VA
AOS013257,Union,Franklin County,MO
AOS013258,Atlanta,Fulton County,GA
AOS013259,Inglewood,Los Angeles,CA
AOS013260,Crown Point,Lake County,IN
AOS013261,Madison,Madison County,MS
AOS013262,Monroe,Sussex County,NJ
AOS013263,Prior Lake,Scott County,MN
AOS013264,Columbia,Richland County,SC
AOS013265,San Bernardino,San Bernardino County,CA
AOS013266,San Diego,San Diego County,CA
AOS013268,San Francisco,San Francisco,CA
AOS013269,Shaker Heights,Cuyahoga County,OH
AOS013270,Springfield,Hampden County,MA
AOS013271,Troy,Oakland County,MI
AOS013272,Tulsa,Tulsa County,OK
AOS007706,Ithaca,Tompkins County,NY
AOS000856,Los Gatos,Santa Clara County,CA
AOS000921,Santa Barbara,Santa Barbara County,CA
AOS001952,Philadelphia,Philadelphia County,PA
AOS004042,Anaheim,Orange County,CA
AOS004047,Boston,Suffolk County,MA
AOS004050,Chesterfield,Chesterfield County,VA
AOS004055,Fort Worth,Tarrant County,TX
AOS004073,Doral,Miami-Dade County,FL
AOS004075,Milwaukee,Milwaukee County,WI
AOS004087,San Bernardino,San Bernardino County,CA
AOS003851,Tokeland,Pacific County,WA
AOS001549,Anahuac,Chambers County,TX
AOS009118,South Bend,Pacific County,WA
AOS011757,Towson,Baltimore County,MD
AOS011758,Desoto,Dallas County,TX
AOS011759,Douglas,Coffee County,GA
AOS011764,Sparks,Washoe County,NV
AOS011766,Virginia Beach,,VA
AOS011769,Towson,Baltimore County,MD
AOS011770,Desoto,Dallas County,TX
AOS012330,Franklin,Williamson County,TN
AOS012331,Pulaski,Giles County,TN
AOS012332,Tiptonville,Lake County,TN
AOS012333,Memphis,Shelby County,TN
AOS012334,Cookeville,Putnam County,TN
AOS012335,Somerville,Fayette County,TN
AOS012336,Hartsville,Trousdale County,TN
AOS012337,Ashland City,Cheatham County,TN
AOS012338,Livingston,Overton County,TN
AOS012339,Waverly,Humphreys County,TN
AOS012340,Madisonville,Monroe County,TN
AOS012341,Brownsville,Haywood County,TN
AOS012342,Covington,Tipton County,TN
AOS012343,Winchester,Franklin County,TN
AOS012344,Blountville,Sullivan County,TN
AOS012345,Sparta,White County,TN
AOS012346,Knoxville,Knox County,TN
AOS012347,Murfreesboro,Rutherford County,TN
AOS012348,Lebanon,Wilson County,TN
AOS012349,Cleveland,Bradley County,TN
AOS012350,Gallatin,Sumner County,TN
AOS012351,Jonesborough,Washington County,TN
AOS012352,Rogersville,Hawkins County,TN
AOS012353,Clinton,Anderson County,TN
AOS012354,Greeneville,Greene County,TN
AOS012355,Springfield,Robertson County,TN
AOS012356,Crossville,Cumberland County,TN
AOS012357,Lawrenceburg,Lawrence County,TN
AOS012358,Dandridge,Jefferson County,TN
AOS012359,Mcminnville,Warren County,TN
AOS012360,Lenoir City,Loudon County,TN
AOS012361,Shelbyville,Bedford County,TN
AOS012362,Morristown,Hamblen County,TN
AOS012363,Manchester,Coffee County,TN
AOS012364,Kingston,"Tn County, Kingston County",TN
AOS012365,Fayetteville,Lincoln County,TN
AOS012366,Newport,Cocke County,TN
AOS012367,Jacksboro,Campbell County,TN
AOS012368,Lexington,Henderson County,TN
AOS012369,Paris,Henry County,TN
AOS012370,Jamestown,Fentress County,TN
AOS012371,Trenton,Gibson County,TN
AOS012372,Lafayette,Macon County,TN
AOS012373,Jasper,Marion County,TN
AOS012374,Lewisburg,Marshall County,TN
AOS012375,Huntsville,Scott County,TN
AOS012376,Tazewell,Claiborne County,TN
AOS012377,Bolivar,Hardeman County,TN
AOS012378,Centerville,Hickman County,TN
AOS012379,Rutledge,Grainger County,TN
AOS012380,Carthage,Smith County,TN
AOS012381,Union City,Obion County,TN
AOS012382,Huntingdon,Carroll County,TN
AOS012383,Savannah,Hardin County,TN
AOS012384,Erwin,Unicoi County,TN
AOS012385,Dresden,Weakley County,TN
AOS012386,Wartburg,Morgan County,TN
AOS012387,Dunlap,Sequatchie County,TN
AOS012388,Alamo,Crockett County,TN
AOS012389,Selmer,Mc Nairy County,TN
AOS012390,Altamont,Grundy County,TN
AOS012391,Hohenwald,Lewis County,TN
AOS012392,Woodbury,Cannon County,TN
AOS012393,Henderson,Chester County,TN
AOS012394,Celina,Clay County,TN
AOS012395,Sneedville,Hancock County,TN
AOS012396,Lynchburg,Moore County,TN
AOS012397,Linden,Perry County,TN
AOS012398,Decaturville,Decatur County,TN
AOS012399,Mountain City,Johnson County,TN
AOS012400,Byrdstown,Pickett County,TN
AOS012401,Waynesboro,Wayne County,TN
AOS012402,Erin,Houston County,TN
AOS012403,Dayton,"Tennessee County, Dayton County",TN
AOS012404,Maryville,Blount County,TN
AOS012405,Charlotte,Dickson County,TN
AOS012406,Dyersburg,Dyer County,TN
AOS012407,Camden,Benton County,TN
AOS012408,Sevierville,Sevier County,TN
AOS012409,Clarksville,Montgomery County,TN
AOS012410,Chattanooga,Hamilton County,TN
AOS012411,Jackson,Madison County,TN
AOS012412,Elizabethton,Carter County,TN
AOS012413,Columbia,Maury County,TN
AOS012414,Ripley,Lauderdale County,TN
AOS012415,Spencer,Van Buren County,TN
AOS012416,Pikeville,Bledsoe County,TN
AOS012417,Smithville,De Kalb County,TN
AOS012418,Gainesboro,Jackson County,TN
AOS012419,Decatur,Meigs County,TN
AOS012420,Benton,Polk County,TN
AOS012421,Dover,Stewart County,TN
AOS012422,Maynardville,Maynardville County,TN
AOS012423,Athens,Mc Minn County,TN
AOS012424,Celina,Clay County,TN
AOS012425,Covington,Tipton County,TN
AOS012426,Germantown,Shelby County,TN
AOS012427,Alcoa,Blount County,TN
AOS012428,Gallatin,Sumner County,TN
AOS012429,Clinton,Anderson County,TN
AOS012430,Winchester,Franklin County,TN
AOS012431,Lexington,Henderson County,TN
AOS012432,Dyersburg,Dyer County,TN
AOS012433,Etowah,Mc Minn County,TN
AOS012434,Jonesborough,Washington County,TN
AOS012435,Portland,Sumner County,TN
AOS012436,Oneida,Scott County,TN
AOS012437,Hohenwald,Lewis County,TN
AOS012438,Benton,Polk County,TN
AOS012439,Gainesboro,Jackson County,TN
AOS012440,South Fulton,Obion County,TN
AOS012441,Oliver Springs,Roane County,TN
AOS012442,Lewisburg,Marshall County,TN
AOS012443,Lenoir City,Loudon County,TN
AOS012444,Madisonville,Monroe County,TN
AOS012445,Memphis,Shelby County,TN
AOS012446,Nashville,Davidson County,TN
AOS012447,Chattanooga,Hamilton County,TN
AOS012448,Knoxville,Knox County,TN
AOS012449,Clarksville,Montgomery County,TN
AOS012450,Murfreesboro,Rutherford County,TN
AOS012451,Johnson City,Washington County,TN
AOS012452,Franklin,Williamson County,TN
AOS012453,Bartlett,Shelby County,TN
AOS012454,Kingsport,Sullivan County,TN
AOS012455,Hendersonville,Sumner County,TN
AOS012456,Collierville,Shelby County,TN
AOS012457,Cleveland,Bradley County,TN
AOS012458,Columbia,Maury County,TN
AOS012459,Smyrna,Rutherford County,TN
AOS012460,Lebanon,Wilson County,TN
AOS012461,Bristol,Sullivan County,TN
AOS012462,Cookeville,Putnam County,TN
AOS012463,Pigeon Forge,Seker County,TN
AOS012464,Brentwood,Williamson County,TN
AOS012465,Dickson,Dickson County,TN
AOS012466,Maryville,Blount County,TN
AOS012467,Sevierville,Sevier County,TN
AOS012468,Spring Hill,Maury County,TN
AOS012469,Greeneville,Greene County,TN
AOS012470,Gatlinburg,Sevier County,TN
AOS012471,East Ridge,Hamilton County,TN
AOS012472,Goodlettsville,Davidson County,TN
AOS012473,Shelbyville,Bedford County,TN
AOS012474,Crossville,Cumberland County,TN
AOS012475,Elizabethton,Carter County,TN
AOS012476,Tullahoma,Coffee County,TN
AOS012477,Brownsville,Benton County,TN
AOS012478,Lawrenceburg,Lawrence County County,TN
AOS012479,Springfield,Robertson County,TN
AOS012480,Mcminnville,Warren County,TN
AOS012481,Union City,Obion County,TN
AOS012482,Athens,Mc Minn County,TN
AOS012483,Manchester,Coffee County,TN
AOS012484,Soddy-Daisy,Hamilton County,TN
AOS012485,Millington,Shelby County,TN
AOS012486,Martin,Weakley County,TN
AOS012487,Humboldt,"Madison County, Gibson County",TN
AOS012488,Jefferson City,Jefferson County,TN
AOS012489,Newport,Cocke County,TN
AOS012490,Paris,Henry County,TN
AOS012491,Fayetteville,Lincoln County,TN
AOS012492,Milan,Gibson County,TN
AOS012493,Pulaski,Giles County,TN
AOS012494,Collegedale,Hamilton County,TN
AOS012495,Red Bank,Hamilton County,TN
AOS012496,White House,Sumner County,TN
AOS012497,La Follette,Campbell County,TN
AOS012498,Bolivar,Hardeman County,TN
AOS012499,Fairview,Williamson County,TN
AOS012500,Harriman,Roane County,TN
AOS012501,Livingston,Overton County,TN
AOS012502,Savannah,Hardin County,TN
AOS012503,Atoka,Tipton County,TN
AOS012504,Dayton,Rhea County,TN
AOS012505,Oakland,Fayette County,TN
AOS012506,Ripley,Lauderdale County,TN
AOS012507,Mc Kenzie,Carroll County,TN
AOS012508,Selmer,McNairy County,TN
AOS012509,Trenton,Gibson County,TN
AOS012510,Ashland City,Cheatham County,TN
AOS012511,Lafayette,Macon County,TN
AOS012512,Lookout Mountain,Hamilton County,TN
AOS012513,Munford,Tipton County,TN
AOS012514,Nashville,Davidson County,TN
AOS012515,Greenbrier,Robertson County,TN
AOS012516,Henderson,Chester County,TN
AOS012517,Huntingdon,Carroll County,TN
AOS012518,Rockwood,Roane County,TN
AOS012519,Signal Mountain,Hamilton County,TN
AOS012520,Sparta,White County,TN
AOS012521,Centerville,Hickman County,TN
AOS012522,Erwin,Unicoi County,TN
AOS012523,Loudon,Loudon County,TN
AOS012524,Mount Pleasant,Maury County,TN
AOS012525,Smithville,De Kalb County,TN
AOS012526,Berry Hill,Davidson County,TN
AOS012527,Goodlettsville,"Sumner County, Davidson County",TN
AOS012528,Newbern,Dyer County,TN
AOS012529,Rogersville,Hawkins County,TN
AOS012530,Waverly,Waverly County,TN
AOS012531,Camden,Benton County,TN
AOS012532,Dunlap,Sequatchie County,TN
AOS012533,Kingston,Roane County,TN
AOS012534,Somerville,Fayette County,TN
AOS012535,White Pine,Jefferson County,TN
AOS012536,Dandridge,Jefferson County,TN
AOS012537,Decherd,Franklin County,TN
AOS012538,Medina,Gibson County,TN
AOS012539,Nolensville,Williamson County,TN
AOS012540,New Tazewell,Claiborne County,TN
AOS012541,Kimball,Marion County,TN
AOS012542,Monterey,Putnam County,TN
AOS012543,Spring City,Ray County,TN
AOS012544,Vonore,Monroe County,TN
AOS012545,Woodbury,Cannon County,TN
AOS012546,Bluff City,Sullivan County,TN
AOS012547,Carthage,Smith County,TN
AOS012548,Jasper,Marion County,TN
AOS012549,Mason,Tipton County,TN
AOS012550,Mountain City,Johnson County,TN
AOS012551,Church Hill,Hawkins County,TN
AOS012552,Dresden,Weakley County,TN
AOS012553,Parsons,Decatur County,TN
AOS012554,South Pittsburg,Marion County,TN
AOS012555,Westmoreland,Sumner County,TN
AOS012556,Ardmore,Giles County,TN
AOS012557,Bean Station,Grainger County,TN
AOS012558,Dyer,Gibson County,TN
AOS012559,Estill Springs,Franklin County,TN
AOS012560,Monteagle,Grundy County,TN
AOS012561,Mt Carmel,Hawkins County,TN
AOS012562,Norris,Anderson County,TN
AOS012563,Piperton,Fayette County,TN
AOS012564,Ridgetop,Robertson County,TN
AOS012565,Rocky Top,Anderson County,TN
AOS012566,Rossville,Fayette County,TN
AOS012567,Tazewell,Claiborne County,TN
AOS012568,Tiptonville,Lake County,TN
AOS012569,Adamsville,Mc Nairy County,TN
AOS012570,Baxter,Putnam County,TN
AOS012571,Chapel Hill,Marshall County,TN
AOS012572,Clifton,Wayne County,TN
AOS012573,Decatur,Meigs County,TN
AOS012574,Gallaway,Fayette County,TN
AOS012575,Gordonsville,Smith County,TN
AOS012576,Jacksboro,Campbell County,TN
AOS012577,Jellico,Campbell County,TN
AOS012578,Pleasant View,Cheatham County,TN
AOS012579,Dover,Stewart County,TN
AOS012580,Englewood,Mc Minn County,TN
AOS012581,Erin,Houston County,TN
AOS012582,Halls,Lauderdale County,TN
AOS012583,Loretto,Lawrence County,TN
AOS012584,Mc Ewen,Humphreys County,TN
AOS012585,New Johnsonville,Humphreys County,TN
AOS012586,Red Boiling Springs,Macon County,TN
AOS012587,Ridgely,Lake County,TN
AOS012588,Tellico Plains,Monroe County,TN
AOS012589,Tracy City,Grundy County,TN
AOS012590,Troy,Obion County,TN
AOS012591,Wartburg,Morgan County,TN
AOS012592,White Bluff,Dickson County,TN
AOS012593,Whiteville,Hardeman County,TN
AOS012594,Maynardville,Union County,TN
AOS012595,Townsend,Blount County,TN
AOS012596,Alamo,Crockett County,TN
AOS012597,Bells,Crockett County,TN
AOS012598,Blaine,Grainger County,TN
AOS012599,Bruceton,Carroll County,TN
AOS012600,Collinwood,Collinwood County,TN
AOS012601,Crump,Hardin County,TN
AOS012602,Graysville,Rhea County,TN
AOS012603,Watertown,Wilson County,TN
AOS012604,Greeneville,Greene County,TN
AOS012605,Calhoun,Mc Minn County,TN
AOS012606,Charleston,Bradley County,TN
AOS012607,Springfield,Robertson County,TN
AOS012608,Eagleville,Rutherford County,TN
AOS012609,Grand Junction,Hardeman County,TN
AOS012610,Kenton,Obion County,TN
AOS012611,Middleton,Hardeman County,TN
AOS012612,Niota,McMinn County,TN
AOS012613,Pikeville,Bledsoe County,TN
AOS012614,Pittman Center,Sevier County,TN
AOS012615,Rutledge,Grainger County,TN
AOS012616,Scotts Hill,Henderson County,TN
AOS012617,Trezevant,Carroll County,TN
AOS012618,Alexandria,De Kalb County,TN
AOS012619,Gleason,Weakley County,TN
AOS012620,Greenfield,Weakley County,TN
AOS012621,Bell Buckle,Bedford County,TN
AOS012622,Cornersville,Marshall County,TN
AOS012623,Elkton,Giles County,TN
AOS012624,Huntland,Franklin County,TN
AOS012625,Minor Hill,Jiles County,TN
AOS012626,Luttrell,Union County,TN
AOS012627,Powells Crossroads,Marion County,TN
AOS012628,Sharon,Weakley County,TN
AOS012629,Spencer,Van Buren County,TN
AOS012630,Cowan,Franklin County,TN
AOS012631,Ethridge,Lawrence County,TN
AOS012632,Gibson,Gibson County,TN
AOS012633,Greeneville,Greene County,TN
AOS012634,Big Sandy,Benton County,TN
AOS012635,Burns,Dickson County,TN
AOS012636,Decaturville,Decatur County,TN
AOS012637,Friendship,Crockett County,TN
AOS012638,Puryear,Henry County,TN
AOS012639,Trimble,Dyer County,TN
AOS012640,Henry,Henry County,TN
AOS012641,Hollow Rock,Carroll County,TN
AOS012642,Saint Joseph,Lawrence County,TN
AOS012643,Surgoinsville,Hawkins County,TN
AOS012644,Hickory Valley,Hardeman County,TN
AOS012645,Gates,Lauderdale County,TN
AOS012646,Maury City,Crockett County,TN
AOS012647,Jackson,Madison County,TN
AOS012648,La Vergne,Rutherford County,TN
AOS012649,Moscow,Fayette County,TN
AOS012650,Morristown,Hamblen County,TN
AOS012651,Brighton,Tipton County,TN
AOS012652,Clarksburg,Carroll County,TN
AOS012653,Lakewood,Davidson County,TN
AOS012654,Algood,Putnam County,TN
AOS012655,Mount Juliet,Wilson County,TN
AOS012656,Copperhill,Polk County,TN
AOS012657,Cumberland City,Stewart County,TN
