Wreck_Name,Wreck_No,Classification,Place_of_Loss,Date_of_Loss,DD_Lat,DD_Long,Source_of_Co_ordinate,Description,Record_Source,Date_of_Loss_Year_Only
Empire Moose (SS),W09625,Steamship,Outer Approaches to the N Channel Admiralty Chart,29/08/1940,56.1,-12.2,UKHO Wreck Data,We regret that we are unable to supply descriptive details for this record at present.,"BVLS 1939-45, 9; UKHJO Wreck Data",1940
U-2336,W10197,Submarine,"Skerryvore to St. Kilda, between",3/1/46,56.1,-9,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,,1946
U-2502,W10208,Submarine,"Skerryvore to St. Kilda, between",2/1/46,56.1,-9,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,www.uboat.net,1946
U-928,W10258,Submarine,Outer approaches to the N channel,16/12/1945,56.1,-10.08333,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,,1945
Lynorta (SS),W09839,Steamship,"Tory Island, Co Donegal, 102 miles NW by N / Outer approaches to the N channel",11/8/17,56.08333,-10.21667,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"BVLS 1914-18, 62.",1917
Olympier (SS),W09923,Steamship,Ireland 25 miles S.W. of,31/01/1941,56.06667,-11,UKHO,We regret that we are unable to supply descriptive details for this record at present.,"Hocking 1989, 524.",1941
Pacific President (MV),W09935,Motor-ship,W Approaches to the British Isles Admiralty Chart,2/12/40,56.06667,-18.75,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"Hocking 1989, 537; BVLS 1939-45, 14.",1940
San Gabriel (SS),W10008,Steamship,Outer approaches to the N channel,30/08/1940,56.06667,-9.9,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,,1940
U-1017,W10154,Submarine,Outer Approaches to the N Channel Admiralty Chart,29/04/1945,56.06667,-11.1,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,,1945
U-1102,W10163,Submarine,Outer approaches to the N channel,21/12/1945,56.06667,-9.58333,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,,1945
U-427,W10230,Submarine,Outer approaches to the N channel,21/12/1945,56.06667,-9.58333,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,,1945
U-720,W10242,Submarine,Outer approaches to the N channel,21/12/1945,56.06667,-9.58333,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,,1945
Victor Ross (MV),W11666,Tanker,"Tory Island, 410 miles WNW of",2/12/40,56.06667,-18.5,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"Hocking 1989, 738; BVLS 1939-45, 14; Lloyd's List 39, 336, Wednesday 4th December 1940.",1940
Middlesex (SS),W07495,Steamship,"Tory Island, Co Donegal, 150 miles NW of",16/05/1917,56.05,-12.5,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"BVLS 1914-18, 50; Larn & Larn 2002 BMS 1914-18, 88; LCWLR 1914-18, 134; LR 1917-18 No 1072(M).",1917
U-Boat Unknown,W10148,Submarine,Outer approaches to the N channel,Unknown,56.05,-9.58333,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,,
U-668,W10239,Submarine,Outer approaches to the N channel,31/12/1945,56.05,-9.4,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,,1945
Unknown (Deadlight),W11489,Unknown,Unknown,Unknown,56.05,-9.4,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown (Deadlight),W11490,Unknown,Unknown,Unknown,56.05,-9.58333,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
U-1194,W10171,Submarine,Outer approaches to the N channel,22/12/1945,56.00033,-10.00033,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,,1945
U-1194 (Deadlight),W10118,Submarine,Unknown,22/12/1945,56.00028,-10.00028,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,1945
City of Baroda (SS),W07229,Steamship,"Tory Island, Co Donegal, 90 miles NW ½N  of",4/6/17,56,-10.33333,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"BMS 1914-18, 77; BVLS 1914-18, 53; Hocking, 1969, 144; Larn & Larn 2002; LCWLR 1914-18, 140; LR 1916-7 No 1047(C); PP 1919, Vol. LXII, 53.",1917
Cora,W07235,Barque,"Tory Island, c. 460 miles WNW of",23/10/1867,56,-20,Lloyd's List (abandoned vessel),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List 16, 705, Monday, 28th October 1867; Lloyd's List 16, 708, Thursday, 31st October 1867; PP 1870 Vol. LX, 19.",1867
Aikaterini (SS),W09378,Steamship,W Approaches to the British Isles Admiralty Chart,29/01/1941,56,-16.38333,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"Hocking 1989, 13.",1941
Baron Blythswood (SS),W09441,Steamship,W Approaches to the British Isles Admiralty Chart,20/09/1940,56,-23,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"Hocking 1989, 70; BVLS 1939-45, 10.",1940
Ceres (SS),W09537,Steamship,"Tory Island, 134nm WNW",13/07/1917,56,-12,www.wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"Hocking 1989, 129.",1917
Gravelines (SS),W09700,Steamship,Outer Approaches to the N Channel Admiralty Chart,31/05/1941,56,-11.21667,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"BVLS 1939-45, 23.",1941
Guerveur,W09707,Bark,Outer approaches to the N channel,12/3/17,56,-10.41667,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,,1917
Gyda (SS),W09708,Steamship,"Glasgow and Bathurst, N.B., between",18/07/1940,56,-10,UKHO,We regret that we are unable to supply descriptive details for this record at present.,"Hocking 1989, 291.",1940
Inveramsay,W09746,Bark,Outer Approaches to the N Channel Admiralty Chart,27/04/1917,56,-11.5,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,,1917
King Robert (SS),W09790,Unknown,"Erris Head, 210nm WNW",29/01/1941,56,-15.38333,"BVLS 1939-45, 16",We regret that we are unable to supply descriptive details for this record at present.,"BVLS 1939-45, 16.",1941
Loch Lomond (SS),W09831,Steamship,Outer Approaches to the N Channel Admiralty Chart,20/11/1940,56,-14.5,wrecksite.eu; BVLS 1939-1945,We regret that we are unable to supply descriptive details for this record at present.,"BVLS 1939-45, 12.",1940
Maggie,W09843,Steamship,"The N.W. coast of Ireland, off",22/06/1917,56,-9.48333,UKHO,We regret that we are unable to supply descriptive details for this record at present.,"Hocking 1989, 441.",1917
Rushpool (SS),W09993,Steamship,Outer Approaches to the N Channel Admiralty Chart,30/01/1941,56,-14.86667,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"BVLS 1939-45, 16.",1941
Sesostris (SS),W10030,Steamship,"Tory Island, 246nm WNW",29/01/1941,56,-15.38333,wrecksite.eu,"Egyptian steamship en route from Halifax to Liverpool  in convoy. Sunk by a German uboat with the loss of all on board.
----------------------------","Hocking 1989, 634.",1941
U-1103 (Deadlight),W10117,Submarine,Unknown,30/12/1945,56,-10.00028,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,1945
Unknown,W11432,Unknown,Unknown,Unknown,56,-10,UKHO,We regret that we are unable to supply descriptive details for this record at present.,UHKO,
W. B. Walker (MV) (fore part),W11681,Motor-ship,"Tory Island, 246nm WNW",29/01/1941,56,-15.38333,"www.uboat.net; BVLS 1939-1945, 16.","10,468 ton tanker built in 1935 by Friedrich Krupp Germaniawerft in Kiel. Owned by Oriental Tankers, Hong Kong. Measured 149m x20.8m x 11.3m and had 912 n.h.p. oil engines and was capable of 12 knots. Torpedoed by a German submarine-93 on 29th January 1941. Four of the 47 crew on board died during the attack. The tanker broke in two and both parts remained afloat. The fore part was sunk by gunfire on February 6th at 56 00N, 15 23W. Attempts to tow the after part failed and it sank off the Scottish coast sometime after 13th February at 58 15N, 07 01W.","Hocking 1989, 747; BVLS 1939-45, 16; www.uboat.net",1941
Wanlock,W11685,Bark,Outer Approaches to the N Channel Admiralty Chart,16/07/1918,56,-11.66667,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,,1918
West Wales (SS),W11687,Steamship,"Tory Island, 246nm WNW",29/01/1941,56,-15.38333,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"Hocking 1989, 755-6; BVLS 1939-45, 16.",1941
Thomas Anderson,W12710,Steamship,56 N 22 W,04/01/1890,56,-22,,We regret that we are unable to supply descriptive details for this record at present.,"PP 1890-91, LXXVI, 154.",1890
Unknown,W17260,Unknown,Tory Island 85 miles N. of,18/09/1907,56,-10,Lloyd's List (floating wreck),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List 21, 851, Thursday 3rd October 1907; LL 21, 853, Saturday 5th October 1907.",1907
Jamestown,W17463,Ship,"Tory Island, c. 370 miles WSW of",12/04/1881,56,-19,Lloyd's List (abandoned vessel),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List No. 20, 901, 25th April 1881, 11.",1881
Unknown,W18437,Barque,"Tory Island, 120 miles NW of",11/09/1869,56,-11,Lloyd's list (derelict vessel),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List No. 17, 339, Wednesday 10th November 1869; LL No. 17, 297, Wednesday 22nd September 1869.",1869
Unknown,W18486,Unknown,"Tory Island, c. 155 miles WNW of",18/06/1904,56,-11,Lloyd's List (floating wreckage),We regret that we are unable to supply descriptive details for this record at present.,"Lloyd's List No. 20, 829, Tuesday 21st June 1904.",1904
Unknown,W10560,Unknown,Unknown,Unknown,55.99278,-7.91167,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W10501,Unknown,Unknown,Unknown,55.98667,-8.43333,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W10559,Unknown,Unknown,Unknown,55.98333,-7.46917,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown (Deadlight),W11496,Unknown,Unknown,Unknown,55.98333,-9.33333,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown (Deadlight),W11497,Unknown,Unknown,Unknown,55.98333,-9.91667,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
U-2354 (Deadlight),W10126,Submarine,Unknown,22/12/1945,55.98305,-10.00028,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,1945
Unknown,W10361,Unknown,"Tory Island, 45nm NW",Unknown,55.9729,-8.76272,GSI Wreck Data,"Wreck surveyed by the Geological Survey of Ireland in 2003 as part of the Irish National Seabed Survey. Wreck measures 50m long, 8.5m in maximum width and lies in 132m of water. GSI Wreck No_3.",GSI Wreck Data,
Unknown,W10500,Fishing boat,"Malin Head, Co. Donegal, 84km NW",Unknown,55.97,-8.22833,UKHO,We regret that we are unable to supply descriptive details for this record at present.,UKHO.,
Unknown,W10558,Unknown,Unknown,Unknown,55.9675,-7.96195,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
U-3514 (Deadlight),W10135,Submarine,Unknown,12/2/46,55.96695,-10.00028,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,1946
U-143,W10185,Submarine,Outer approaches to the N channel,22/12/1945,55.96667,-9.58333,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,,1945
Unknown (Deadlight),W11495,Unknown,Unknown,Unknown,55.96667,-9.58333,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W14699,Unknown,"55 58 N, 12 59 W",12/9/10,55.96667,-12.98333,Lloyd's List,We regret that we are unable to supply descriptive details for this record at present.,"Lloyd’s List, No. 22, 768, Thur. 15th Sept. 1910.",1910
Unknown,W10399,Unknown,Unknown,Unknown,55.95234,-8.84109,GSI,We regret that we are unable to supply descriptive details for this record at present.,,
Leukos,W07433,Trawler,NW of Tory Island,9/3/40,55.95,-9.25,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,"Larn & Larn 2002 TLW Appx 3, 141; DS, 122, 125 & 128; BVLS 1939-45, 57; Lloyd's List 39, 114, 18th (Mon) March 1940, P2; Lloyd's List 39, 114, 18th (Mon) March 1940, P4; Lloyd's List 39, 119, 26th (Tues) March 1940, P7; Lloyd's List 39, 120, 27th (Weds) March 1940, P4; Lloyd's List 39, 121, 28th (Fri) March 1940, P3; Lloyd's List 39, 133, Thursday, 11th April 1940; Lloyd's List 39, 143, Tuesday, 23rd April 1940.",1940
Bigbury (SS),W09471,Steamship,Outer Approaches to the N Channel Admiralty Chart,2/9/40,55.95,-14.25,wrecksite.eu,We regret that we are unable to supply descriptive details for this record at present.,,1940
Boka (SS),W09478,Steamship,"Tory Island, 47 miles N. of",21/09/1940,55.95,-8.31667,UKHO,We regret that we are unable to supply descriptive details for this record at present.,"Hocking 1989, 92; Lloyd's List 39, 275, Tuesday 24th September 1940.",1940
Nerissa (SS),W09897,Steamship,Inishtrahull 200 miles west of,1/5/41,55.95,-10.13333,UKHO,We regret that we are unable to supply descriptive details for this record at present.,"Hocking 1989, 499; BVLS 1939-45, 21.",1941
Unknown,W11026,Unknown,Unknown,Unknown,55.95,-8.48333,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Sagona,W12744,Barque,"55 57 N, 11 1 W",13/09/1885,55.95,-11.01667,,We regret that we are unable to supply descriptive details for this record at present.,"PP 1887, LXXIV, 159.",1885
Unknown,W14635,Unknown,"55 57 N, 10 06 W",2/7/17,55.95,-10.1,Lloyd's List,We regret that we are unable to supply descriptive details for this record at present.,"Lloyd’s List, No. 32, 183, Sat. 18th Aug. 1917, 4.",1917
Unknown,W14639,Unknown,"55 57 N, 10 06 W",2/7/17,55.95,-10.1,Lloyd's List,We regret that we are unable to supply descriptive details for this record at present.,"Lloyd’s List, No. 32, 175, Thur. 9th Aug. 1917, 5.",1917
Gi-ara,W09689,Cargo Ship,"Mizzen Head, 81km NW",Unknown,55.94973,-8.19291,GSI Wreck Data (No_5),We regret that we are unable to supply descriptive details for this record at present.,GSI Wreck Data; UKHO Wreck Data.,
Unknown,W10340,Unknown,Unknown,Unknown,55.94814,-8.86536,GSI,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown,W10499,Unknown,Unknown,Unknown,55.94583,-8.95417,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
Unknown (Deadlight),W11494,Unknown,Unknown,Unknown,55.94167,-9.13333,UKHO,We regret that we are unable to supply descriptive details for this record at present.,,
City of Simla (SS),W07230,Liner,"Malin Head, 78km NW of",21/09/1940,55.9361,-8.16485,GSI Wreck Data,"The City of Simla was a 10,138-ton, steel merchant
steamship of Glasgow, owned by Ellerman Lines. It was
built by W. Gray Co. Ltd. of West Hartlepool in 1921 and
was propelled by four steam turbine engines, giving it a
maximum speed of 13.5 knots. On the day it was sunk,
the vessel was en route from London to Cape Town and
Bombay, under the command of Herbert Percival, and
carrying 183 crew, 167 passengers and 3,000 tons of
general cargo. It was one of 27 vessels in convoy OB-
216, being escorted by one escort ship, one sloop, three
corvettes and one destroyer. At approximately 2.00am on
21 September the vessel was attacked and sunk by U-138,
commanded by Oberleutnant zur See Wolfgang Lüth. Two
passengers, including a 17-year-old boy, and one crew
member were killed by the explosion when the torpedo hit
the stern. The remaining crew and passengers abandoned
the crippled vessel. Of those, 318 were picked up by the
SS Guinean and later transferred to the destroyer HMS
Vanquisher, while a Belgian trawler rescued 17 crew and
12 passengers. The badly damaged City of Simla sank a
day later. In all, four ships from convoy OB-216 were sunk
by U-138 off the coast of Donegal over a two-day period,
including the Boka (eight dead), the New Sevilla (two dead)
and the Empire Adventure (21 dead).

On the seafloor
The wreck of the City of Simla was located in 1969 by
Risdon Beazley Marine Ltd., and was to be found lying
upside-down on the seabed with its stern blown off. The
vessel is orientated NW–SE on the seafloor and measures
107m in length, 29m in width and has a maximum height
of 20m above the seabed.","Brady et. al. 2012, 147;GSI Wreck Data; Hocking, 1969, 147; Larn & Larn 2002; BVLS 1939-45, 138; Lloyd's List 39, 274, Monday 23rd September 1940.",1940
